pagina,indice,texto,href,tipo,estado,destino,observacion,decision_revisor,evidencia_revisor
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/,5,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/,6,Acerca,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/,7,Inicio,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/,8,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/,9,Abrir fuente institucional de Historia militar de la Revolución en la época maderista. Tomo I,https://inehrm.gob.mx/recursos/Libros/HistoriaMilitarEpocaMaderistaT1.pdf,externo_institucional_o_fuente,verificado_disponible,https://inehrm.gob.mx/recursos/Libros/HistoriaMilitarEpocaMaderistaT1.pdf,PDF institucional disponible.,aprobado,PDF institucional disponible.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/,10,PDF institucional del INEHRM,https://inehrm.gob.mx/recursos/Libros/HistoriaMilitarEpocaMaderistaT1.pdf,externo_institucional_o_fuente,verificado_disponible,https://inehrm.gob.mx/recursos/Libros/HistoriaMilitarEpocaMaderistaT1.pdf,PDF institucional disponible.,aprobado,PDF institucional disponible.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/,11,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/,12,Régimen Porfirista,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/,13,Metodología y límites,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/,14,Navegación docente,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/,1,Saltar al contenido principal,#contenido-principal,ancla_en_pagina,resuelto_localmente,#contenido-principal,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/,2,HII Historia Contemporánea de México II Preparatoria Agrícola · UACh,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/,3,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/,4,Unidades,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/,5,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/,6,Acerca,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/,7,Inicio,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/,8,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/,9,Abrir fuente institucional de Historia militar de la Revolución en la época maderista. Tomo II,https://inehrm.gob.mx/recursos/Libros/HistoriaMilitarEpocaMaderistaT2.pdf,externo_institucional_o_fuente,verificado_disponible,https://inehrm.gob.mx/recursos/Libros/HistoriaMilitarEpocaMaderistaT2.pdf,PDF institucional disponible.,aprobado,PDF institucional disponible.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/,10,PDF institucional del INEHRM,https://inehrm.gob.mx/recursos/Libros/HistoriaMilitarEpocaMaderistaT2.pdf,externo_institucional_o_fuente,verificado_disponible,https://inehrm.gob.mx/recursos/Libros/HistoriaMilitarEpocaMaderistaT2.pdf,PDF institucional disponible.,aprobado,PDF institucional disponible.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/,11,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/,12,Régimen Porfirista,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/,13,Metodología y límites,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/,14,Navegación docente,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/,1,Saltar al contenido principal,#contenido-principal,ancla_en_pagina,resuelto_localmente,#contenido-principal,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/,2,HII Historia Contemporánea de México II Preparatoria Agrícola · UACh,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/,3,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/,4,Unidades,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/,5,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/,6,Acerca,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/,7,Inicio,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/,8,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/,9,Abrir fuente institucional de Historia militar de la Revolución en la época maderista. Tomo III,https://inehrm.gob.mx/recursos/Libros/HistoriaMilitarEpocaMaderistaT3.pdf,externo_institucional_o_fuente,verificado_disponible,https://inehrm.gob.mx/recursos/Libros/HistoriaMilitarEpocaMaderistaT3.pdf,PDF institucional disponible.,aprobado,PDF institucional disponible.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/,10,PDF institucional del INEHRM,https://inehrm.gob.mx/recursos/Libros/HistoriaMilitarEpocaMaderistaT3.pdf,externo_institucional_o_fuente,verificado_disponible,https://inehrm.gob.mx/recursos/Libros/HistoriaMilitarEpocaMaderistaT3.pdf,PDF institucional disponible.,aprobado,PDF institucional disponible.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/,11,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/,12,Régimen Porfirista,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/,13,Metodología y límites,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/: destino local presente en dist/.
/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/,14,Navegación docente,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/: destino local presente en dist/.
/lecturas/,1,Saltar al contenido principal,#contenido-principal,ancla_en_pagina,resuelto_localmente,#contenido-principal,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,2,HII Historia Contemporánea de México II Preparatoria Agrícola · UACh,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,3,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,4,Unidades,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,5,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,6,Acerca,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,7,La dictadura porfirista,/lecturas/dictadura-porfirista/,ruta_interna,resuelto_localmente,/lecturas/dictadura-porfirista/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,8,Régimen Porfirista,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,9,Consultar lectura y ficha →,/lecturas/dictadura-porfirista/,ruta_interna,resuelto_localmente,/lecturas/dictadura-porfirista/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,10,"Yaquis. Memoria, territorio y participación política",/lecturas/yaquis-memoria-territorio-participacion-politica/,ruta_interna,resuelto_localmente,/lecturas/yaquis-memoria-territorio-participacion-politica/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,11,Régimen Porfirista,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,12,Consultar lectura y ficha →,/lecturas/yaquis-memoria-territorio-participacion-politica/,ruta_interna,resuelto_localmente,/lecturas/yaquis-memoria-territorio-participacion-politica/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,13,El sistema político mexicano,/lecturas/sistema-politico-mexicano/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-mexicano/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,14,Consolidación del sistema político autoritario,/unidades/consolidacion-sistema-politico-autoritario/,ruta_interna,resuelto_localmente,/unidades/consolidacion-sistema-politico-autoritario/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,15,Consultar lectura y ficha →,/lecturas/sistema-politico-mexicano/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-mexicano/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,16,La Revolución y los revolucionarios. Tomo I: La crisis del Porfirismo,/lecturas/crisis-del-porfirismo/,ruta_interna,resuelto_localmente,/lecturas/crisis-del-porfirismo/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,17,Régimen Porfirista,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,18,Consultar lectura y ficha →,/lecturas/crisis-del-porfirismo/,ruta_interna,resuelto_localmente,/lecturas/crisis-del-porfirismo/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,19,La Revolución y los revolucionarios. Tomo II: Maderismo,/lecturas/maderismo/,ruta_interna,resuelto_localmente,/lecturas/maderismo/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,20,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,21,Consultar lectura y ficha →,/lecturas/maderismo/,ruta_interna,resuelto_localmente,/lecturas/maderismo/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,22,La Revolución y los revolucionarios. Tomo III: La revolución constitucionalista,/lecturas/revolucion-constitucionalista/,ruta_interna,resuelto_localmente,/lecturas/revolucion-constitucionalista/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,23,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,24,Consultar lectura y ficha →,/lecturas/revolucion-constitucionalista/,ruta_interna,resuelto_localmente,/lecturas/revolucion-constitucionalista/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,25,Teorizando sobre la Revolución Mexicana: interpretaciones de sus historiadores y cronistas,/lecturas/teorizando-revolucion-mexicana/,ruta_interna,resuelto_localmente,/lecturas/teorizando-revolucion-mexicana/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,26,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/: destino local presente en dist/.
